"seed","dgp","dgp_r","deepgp","hetgp","time1","time_r","time2","time3"
1,0.000675542585429605,0.000707710655267568,0.00138521723985176,0.000902794631861882,23.7629999999999,21.75,956.897,0.092000000000553
2,0.00123407551055553,0.00125414495921012,0.000868168875820006,0.00142752119868698,18.8699999999999,22.8490000000002,854.378,0.125
3,0.00172896081735818,0.00156596968684599,0.00241483202440497,0.00166953389527418,22.1039999999994,21.0390000000007,849.807,0.0630000000001019
4,0.00069931854518676,0.000665060355083532,0.00172395036074056,0.000705548505079162,20.8310000000001,19.9340000000002,723.085,0.100000000000364
5,0.00174836713930782,0.00166829446616128,0.00256540472530941,0.00143867725202881,20.2919999999995,19.7660000000014,714.157999999999,0.454999999999927
6,0.00112494022428676,0.00104553609847962,0.00151920413026101,0.00114488459152701,21.0830000000005,22.9189999999999,841.651,0.122999999999593
7,0.00250887813288021,0.00231802643970358,0.00265673487154479,0.0026571865262686,22.3809999999994,21.514000000001,942.807999999999,0.0750000000007276
8,0.000766320617172708,0.000656641554441005,0.00064998028293266,0.00116379654696237,19.4369999999999,19.6370000000006,807.496999999999,0.0830000000005384
9,0.000843473741445436,0.000831282794279958,0.00124080267612217,0.000754961723198766,22.6200000000008,22.0969999999998,844.582,0.0529999999998836
10,0.00143090302627237,0.00181085160229839,0.0018260558060915,0.00145765114819436,20.2710000000006,22.6330000000016,908.125,0.0889999999999418
11,0.000290883124247917,0.000301381493046084,0.0150501086178545,0.000407794294721968,20.021999999999,20.4950000000008,848.682999999999,0.0780000000013388
12,0.000968500493990225,0.000921695138148266,0.00111906774921954,0.00121714890285352,19.143,19.6679999999997,881.853999999999,0.125
13,0.00169297942435941,0.001721264478637,0.00450891677691471,0.00198799401336893,21.0070000000014,22.0200000000004,956.766,0.0669999999990978
14,0.000436825135552285,0.000388181932995483,0.000532988020343428,0.00067253565358786,20.6929999999993,20.6549999999988,810.874,0.069999999999709
15,0.00111308390575285,0.00101559557103211,0.00171984378080475,0.00104798515250918,17.9379999999983,18.6980000000003,765.812000000002,0.0740000000005239
16,0.000849764868510166,0.000776198463395538,0.00127974231624437,0.000737447800867169,18.9020000000019,19.5519999999997,690.669999999998,0.10399999999936
17,0.00109535068216789,0.00140720203192054,0.00139103961879661,0.00170574388337653,20.6029999999992,18.9570000000022,660.826999999997,0.347000000001572
18,0.00118349217543449,0.00115558863930422,0.00129115261970129,0.0013272705742652,19.1809999999969,19.1850000000013,697.858,0.375
19,0.00100034672833895,0.00110074327906377,0.000958844454157939,0.000900953262228385,18.9850000000006,20.1739999999991,685.237999999998,0.0720000000001164
20,0.0021306664669922,0.00196300776454012,0.0017560027046562,0.00174870414955887,19.3469999999979,19.8739999999998,717.505000000001,0.372999999999593
